,media_id,Lat,Long
204,16949,28.595698,77.240563
205,16950,28.591545,77.239692
206,16951,28.589156,77.240025
207,16952,28.59103,77.239692
208,16953,28.590955,77.239678
209,16954,28.589156,77.240025
210,16955,28.590804,77.239687
211,16956,28.59183,77.239669
212,16957,28.588948,77.240114
213,16966,28.600626,77.238828
214,16972,28.594354,77.166019
215,16974,28.584687,77.146013
216,16977,28.593754,77.165405
217,17112,28.480693,77.12537
218,17113,28.493869,77.149487
219,17121,28.55872,77.23744
220,17122,28.553264,77.231153
221,17130,28.555365,77.241907
222,17131,28.55855,77.23805
223,17132,28.553701,77.227993
224,27010,28.554049,77.178479
225,27009,28.548336,77.188829
226,17140,28.554109,77.212471
227,17141,28.554777,77.212206
228,17142,28.554948,77.211991
229,17144,28.543834,77.201186
230,17146,28.575531,77.20999
231,17147,28.574604,77.209638
232,17178,28.547786,77.228761
233,17183,28.554329,77.228122
234,17184,28.561107,77.231374
235,17185,28.548659,77.228404
236,17218,28.555211,77.241933
237,17219,28.555663,77.241487
238,17220,28.548985,77.316135
239,17221,28.549318,77.316469
240,17222,28.549809,77.316559
241,17223,28.550063,77.316839
242,17224,28.550396,77.317182
243,17225,28.545277,77.311317
244,17226,28.545183,77.311239
245,17227,28.545082,77.31117
246,17228,28.545017,77.311119
247,17229,28.543778,77.31062
248,17230,28.54369,77.310519
249,17231,28.54386,77.310658
250,17232,28.543968,77.310408
251,17233,28.544744,77.305756
252,17234,28.544867,77.305883
253,17235,28.544218,77.304841
254,17236,28.544323,77.304968
255,17237,28.544376,77.305038
256,17238,28.544473,77.305159
257,17239,28.544562,77.305249
258,17240,28.544648,77.30536
259,17241,28.544759,77.305486
260,17242,28.544875,77.305628
261,17243,28.551467,77.31867
262,17244,28.544952,77.305707
263,17245,28.545081,77.311459
264,17246,28.544748,77.311269
265,17247,28.544346,77.264182
266,17315,28.563836,77.22402
267,17316,28.56302,77.223577
268,17317,28.554513,77.213382
269,17318,28.554524,77.212878
270,17319,28.549582,77.210192
271,17325,28.569819,77.235876
272,17326,28.570581,77.235969
273,17329,28.570513,77.236165
274,17338,28.583598,77.230162
275,17339,28.584537,77.22976
276,17340,28.585475,77.229607
277,17341,28.585717,77.229557
278,17343,28.583709,77.229873
279,17344,28.585127,77.229665
280,17345,28.590759,77.229155
281,17346,28.590276,77.22389
282,17347,28.590426,77.223484
283,17348,28.585963,77.221432
284,17349,28.586027,77.220901
285,17350,28.584593,77.223496
286,17351,28.583794,77.223542
287,17352,28.590319,77.220306
288,17353,28.590134,77.220807
289,17359,28.596627,77.240798
290,17361,28.589548,77.229248
291,17372,28.527999,77.20559
292,17388,28.56105,77.268593
293,17389,28.561116,77.27031
294,17390,28.549716,77.275334
295,17391,28.554809,77.271539
296,17392,28.515441,77.296813
297,17393,28.516367,77.296455
298,17394,28.51719,77.296124
299,17395,28.517705,77.295914
300,17396,28.539351,77.282968
301,17401,28.538032,77.283434
302,17402,28.538107,77.283387
303,17403,28.538699,77.28346
304,17404,28.538066,77.283421
305,17451,28.511423,77.255056
306,17452,28.511386,77.255786
307,17453,28.51148,77.260689
308,17455,28.515347,77.227458
309,17463,28.497664,77.15764
310,17464,28.480835,77.12587
311,17465,28.499416,77.161366
312,17466,28.493635,77.149296
313,17467,28.498983,77.161431
314,17468,28.493635,77.149296
315,17469,28.506465,77.175636
316,17471,28.506663,77.175706
317,17472,28.480835,77.12587
318,17473,28.493635,77.149296
319,17474,28.505301,77.173876
320,17475,28.505211,77.174193
321,17476,28.506757,77.175396
322,17477,28.506801,77.175439
323,17478,28.506833,77.175495
324,17479,28.514942,77.18729
325,17480,28.512737,77.185333
326,17484,28.520769,77.189729
327,26903,28.509616,77.177889
328,26904,28.555383,77.206364
329,17499,28.55935,77.236318
330,25740,28.480517,77.125153
331,17501,28.562672,77.232349
332,17502,28.565712,77.233783
333,17516,28.55169,77.181829
334,17520,28.548394,77.249298
335,17521,28.547706,77.249331
336,17522,28.548174,77.24936
337,17523,28.548065,77.24942
338,17524,28.547979,77.249265
339,17525,28.547842,77.249333
340,17531,28.548701,77.259864
341,17532,28.548891,77.259667
342,17533,28.548964,77.259553
343,17534,28.550176,77.258616
344,20894,28.563121,77.232618
345,20895,28.563459,77.23268
346,17581,28.592827,77.243377
347,17583,28.59186,77.240193
348,17585,28.591813,77.239674
349,17586,28.591512,77.239692
350,17602,28.53674,77.26735
351,17603,28.536564,77.267394
352,17604,28.536502,77.267417
353,27001,28.541872,77.227744
354,27002,28.542042,77.226346
355,17688,28.564768,77.180858
356,17689,28.564602,77.180398
357,17690,28.565093,77.180862
358,17691,28.565588,77.181611
359,17692,28.565402,77.181426
360,17693,28.562398,77.188364
361,17694,28.561924,77.188306
362,17696,28.559408,77.187747
363,17697,28.558909,77.187228
364,17741,28.585389,77.260056
365,17745,28.599134,77.174973
366,17746,28.598439,77.174187
367,17747,28.600633,77.17789
368,17748,28.600384,77.177783
369,17749,28.60377,77.183884
370,17750,28.603584,77.183877
371,17751,28.607429,77.188583
372,17752,28.607334,77.188755
373,17753,28.597321,77.172008
374,17754,28.537588,77.290288
375,17755,28.537908,77.290339
376,17756,28.534853,77.285765
377,17757,28.537627,77.283558
378,17758,28.533771,77.285822
379,17759,28.573993,77.189779
380,17760,28.573737,77.190058
381,17761,28.574162,77.189786
382,17762,28.575497,77.199056
383,17763,28.575084,77.198966
384,17764,28.577471,77.198844
385,17765,28.577741,77.199058
386,17766,28.57985,77.199249
387,17767,28.579667,77.19951
388,17768,28.579443,77.193062
389,17769,28.578338,77.18998
390,17770,28.579204,77.208982
391,17771,28.579443,77.208442
392,17772,28.579631,77.204874
393,17773,28.579512,77.197169
394,17774,28.57975,77.196926
395,17775,28.571308,77.199286
396,17776,28.571183,77.199153
397,17777,28.570972,77.189574
398,17800,28.575124,77.229185
399,17827,28.580394,77.18028
400,17828,28.579994,77.178728
401,17829,28.581213,77.182297
402,17830,28.587379,77.185698
403,17831,28.586892,77.185143
404,17833,28.504778,77.259727
405,17834,28.504274,77.260097
406,17835,28.503388,77.261041
407,17836,28.502805,77.26145
408,17854,28.56862,77.218802
409,17855,28.567587,77.225254
410,17856,28.567128,77.225725
411,17857,28.568657,77.221298
412,17858,28.499281,77.160954
413,17859,28.49903,77.16125
414,17860,28.500223,77.163979
415,17889,28.5246,77.155647
416,17890,28.518427,77.159608
417,17891,28.518294,77.159722
418,17893,28.548964,77.162937
419,17894,28.556984,77.163629
420,17895,28.557614,77.16337
421,17896,28.55764,77.163352
422,17897,28.557343,77.163319
423,17898,28.557515,77.163236
424,17899,28.554703,77.164761
425,17900,28.556903,77.163555
426,26873,28.551374,77.164982
427,26874,28.550687,77.164475
428,26875,28.549766,77.163777
429,19296,28.568563,77.164771
430,26890,28.5449,77.159162
431,26888,28.543882,77.158451
432,19311,28.569739,77.186067
433,26887,28.543086,77.157869
434,26884,28.54118,77.156335
435,26885,28.541896,77.156841
436,19314,28.584791,77.172194
437,26879,28.543038,77.158789
438,26965,28.58514,77.249248
439,26883,28.540652,77.156102
440,26877,28.544132,77.159594
441,26866,28.52972,77.216027
442,26867,28.52924,77.214269
443,26865,28.530326,77.218846
444,26864,28.530321,77.218819
445,19323,28.555859,77.175548
446,19324,28.546164,77.196161
447,19325,28.520485,77.189759
448,19328,28.566797,77.245324
449,19329,28.569113,77.243838
450,19344,28.479472,77.119533
451,19347,28.573746,77.229854
452,20988,not found,not found
453,25744,28.583986,77.165029
454,28124,28.550143,77.248698
455,21697,28.568673,77.220712
456,21698,28.568889,77.220562
457,21699,28.590176,77.240137
458,21700,28.590557,77.240157
459,21740,28.547105,77.249933
460,21741,28.54722,77.249842
461,21753,28.523353,77.190347
462,21754,28.564998,77.224509
463,21755,28.564648,77.224082
464,21756,28.564906,77.224477
465,21757,28.56506,77.224282
466,21758,28.559784,77.207197
467,21759,28.559572,77.207151
468,21760,28.555422,77.218559
469,21761,28.54787,77.25471
470,21762,28.53646,77.197364
471,21763,28.530282,77.218429
472,21764,28.547656,77.190987
473,21765,28.58548,77.172379
474,21766,28.566027,77.229531
475,21768,28.556639,77.232752
476,21769,28.572835,77.258412
477,26881,28.538762,77.154572
478,26882,28.539744,77.15544
479,22733,28.566218,77.166092
480,22728,28.553587,77.17896
481,22729,28.554992,77.177774
482,22742,28.597533,77.171765
483,22741,28.596844,77.17117
484,22734,28.568346,77.165028
485,25564,28.524303,77.189941
486,22736,28.560063,77.170671
487,22737,28.559199,77.171713
488,22738,28.595584,77.168175
489,22731,28.567612,77.164894
490,25562,28.561612,77.188501
491,28315,28.531368,77.194558
492,28316,28.531966,77.194925
493,25757,28.558298,77.187309
494,25758,28.581224,77.265939
495,25759,28.570083,77.186328
496,25760,28.588687,77.246996
497,25761,28.548242,77.209936
498,25753,28.569613,77.191254
499,25751,28.56665,77.252383
500,24148,28.546076,77.243876
501,24149,28.589196,77.166143
502,24150,28.588657,77.165404
503,24151,28.563159,77.188521
504,24152,28.565518,77.166879
505,24153,28.565811,77.166761
506,24154,28.556747,77.16363
507,24155,28.530258,77.218231
508,26269,28.552181,77.264523
509,27042,28.499923,77.162699
510,26275,28.543553,77.244141
511,26271,28.55006,77.203873
512,25553,28.558335,77.218554
513,25502,28.554712,77.164761
514,25509,28.590598,77.240125
515,25514,28.569303,77.210972
516,25518,28.569054,77.216582
517,25522,28.568962,77.211925
518,25523,28.542925,77.200684
519,25526,28.565235,77.237875
520,25527,28.542506,77.224422
521,25528,28.566008,77.229523
522,25531,28.560464,77.221478
523,25532,28.574762,77.14747
524,25533,28.58747,77.170586
525,25534,28.540546,77.23597
526,25535,28.565643,77.182182
527,25536,28.568615,77.164882
528,25537,28.531293,77.224081
529,25547,28.574451,77.151051
530,25548,28.576031,77.160747
531,25549,28.565199,77.241943
532,25550,28.505595,77.17412
533,25551,28.557291,77.173613
534,25552,28.55247,77.165164
535,25559,28.489768,77.139142
536,25560,28.574416,77.261578
537,25571,28.548613,77.189125
538,25573,28.558853,77.236841
539,25577,28.574707,77.238311
540,25581,28.573325,77.237958
541,25584,28.595661,77.24031
542,25585,28.562672,77.232349
543,25586,28.599196,77.16301
544,25589,28.558084,77.23938
545,25590,28.566026,77.230564
546,25593,28.584642,77.172876
547,25594,28.535588,77.152834
548,25597,28.546454,77.209274
549,25599,28.569265,77.212874
550,25601,28.529713,77.216014
551,25603,28.596153,77.240669
552,25607,28.543222,77.214544
553,25639,28.569671,77.1955
554,25641,28.599804,77.1629
555,25643,28.559669,77.233563
556,25644,28.555549,77.218118
557,25651,28.531368,77.153633
558,25657,28.529251,77.20136
559,25660,28.575178,77.177765
560,25663,28.5873,77.258903
561,25667,28.570202,77.185724
562,25668,28.569363,77.189435
563,25671,28.549645,77.185537
564,25674,28.529778,77.192185
565,25679,28.481977,77.127049
566,25682,28.570334,77.18289
567,25683,28.529961,77.217227
568,25694,28.577488,77.265718
569,25695,28.54841,77.228491
570,25696,28.529433,77.215833
571,25699,28.58296,77.251067
572,25701,28.550697,77.210882
573,25703,28.590692,77.168226
574,25704,28.588011,77.167393
575,25707,28.579245,77.208946
576,25708,28.569471,77.20434
577,25717,28.56977,77.204573
578,25728,28.543566,77.205989
579,25736,28.548347,77.189689
580,25737,28.570939,77.236475
581,25738,28.545014,77.306384
582,25739,28.564927,77.233952
583,25742,28.537287,77.154086
584,25762,28.576229,77.264371
585,26245,28.551722,77.263949
586,26246,28.530042,77.192121
587,26021,28.541804,77.157107
588,26028,28.5992,77.175076
589,26234,28.569151,77.19127
590,26236,28.50157,77.166241
591,26237,28.574262,77.150695
592,26239,28.48777,77.135085
593,26240,28.548331,77.189759
594,26244,28.553034,77.205149
595,26247,28.542912,77.217624
596,26248,28.569141,77.212834
597,26249,28.586919,77.171515
598,26257,28.576327,77.177056
599,26261,28.568731,77.216348
600,26264,28.569552,77.201461
601,26265,28.609745,77.251723
602,26267,28.569443,77.204493
603,26268,28.583603,77.172807
604,26280,28.58698,77.171239
605,26283,28.543742,77.24399
606,26290,28.540433,77.235637
607,26300,28.585457,77.172233
608,26304,28.491184,77.142022
609,26306,28.567927,77.164667
610,26863,28.529238,77.214247
611,26362,28.503506,77.171713
612,26363,28.480634,77.116609
613,26364,28.491371,77.142717
614,26365,28.569934,77.184786
615,26372,28.569819,77.204088
616,26775,28.50029,77.163331
617,26783,28.507558,77.176802
618,26945,28.559743,77.207231
619,26947,28.559142,77.207116
620,26948,28.559546,77.206959
621,26949,28.55544,77.206407
622,26968,28.568068,77.165058
623,26970,28.565781,77.166688
624,26971,28.565326,77.16693
625,26972,28.54388,77.205681
626,26974,28.543314,77.212661
627,26976,28.542204,77.227223
628,26999,28.551638,77.24758
629,28142,28.542678,77.241828
630,27072,28.485867,77.132014
631,27297,28.584796,77.172179
632,27299,28.569917,77.184773
633,27300,28.569746,77.186044
634,27304,28.568714,77.21626
635,27305,28.549064,77.187969
636,27307,28.548892,77.188376
637,27308,28.548887,77.188392
638,27309,28.549073,77.187939
639,27310,28.542178,77.22725
640,27311,28.543883,77.205692
641,27312,28.564899,77.242686
642,27313,28.564779,77.241052
643,27314,28.567938,77.253732
644,27323,28.565866,77.229846
645,27324,28.568333,77.223007
646,27326,28.565317,77.166934
647,27327,28.565767,77.166698
648,27328,28.568021,77.165094
649,27329,28.565887,77.229795
650,27330,28.564774,77.24103
651,27332,28.564901,77.242668
652,27333,28.567926,77.253725
653,27696,28.596464,77.240427
654,27749,28.506414,77.174973
655,27750,28.506428,77.174986
656,27751,28.507418,77.176637
657,27753,28.541654,77.157245
658,27769,28.555772,77.176087
659,28056,28.548452,77.22849
660,28057,28.548452,77.22849
661,28059,28.538062,77.136904
662,28060,28.538062,77.136904
663,28128,28.356669,77.15
664,28259,28.578422,77.266675
665,28285,28.56976,77.254221
666,28287,28.5688,77.222061
667,17902,28.63064,77.277676
668,19429,28.618584,77.279495
669,19430,28.618617,77.279551
670,19431,28.618692,77.279683
671,19432,28.61872,77.279734
672,19433,28.618748,77.279715
673,19434,28.618706,77.279651
674,19435,28.618649,77.279562
675,19436,28.618604,77.279482
676,25381,28.613813,77.283198
677,25397,28.646087,77.317386
678,22762,28.674588,77.28698
679,22763,28.674233,77.287243
680,22764,28.670551,77.265897
681,22765,28.676192,77.313268
682,22766,28.669191,77.250773
683,22767,28.668662,77.251459
684,22768,28.631593,77.278641
685,22769,28.631633,77.279334
686,15991,28.612019,77.281489
687,15992,28.611539,77.280985
688,15993,28.611002,77.280534
689,15994,28.61136,77.280792
690,15995,28.612217,77.281639
691,15996,28.609953,77.279621
692,15997,28.612076,77.281478
693,15998,28.611397,77.28091
694,15999,28.611247,77.280749
695,16000,28.611096,77.280631
696,16001,28.610945,77.28047
697,16002,28.610578,77.280169
698,16003,28.610559,77.280674
699,16004,28.610851,77.28092
700,16005,28.61135,77.281392
701,16006,28.591301,77.295972
702,16007,28.590954,77.296112
703,16008,28.584026,77.300877
704,16009,28.584287,77.300651
705,16010,28.584501,77.300949
706,16011,28.584319,77.301147
707,16012,28.584512,77.300386
708,16013,28.584456,77.300461
709,16014,28.584272,77.300643
710,16015,28.58413,77.300879
711,16016,28.584267,77.301131
712,16017,28.584724,77.300777
713,16018,28.584625,77.300278
714,16019,28.584559,77.300353
715,16020,28.584908,77.300284
716,16021,28.584486,77.300956
717,16022,28.584743,77.300144
718,16023,28.584818,77.300058
719,16024,28.585073,77.300112
720,16025,28.584766,77.300112
721,16055,28.622562,77.303544
722,16056,28.625754,77.312214
723,16087,28.59343,77.294464
724,16088,28.593293,77.293898
725,16089,28.612325,77.282244
726,16090,28.613988,77.282912
727,16143,28.628323,77.266177
728,16144,28.619105,77.293342
729,16145,28.619463,77.294549
730,16146,28.618027,77.279826
731,16147,28.675973,77.318569
732,16148,28.676481,77.31902
733,16192,28.664595,77.254472
734,16198,28.620189,77.295403
735,16199,28.619855,77.294447
736,16200,28.676537,77.324191
737,16201,28.676389,77.320811
738,16202,28.676356,77.320128
739,16203,28.676356,77.319021
740,16205,28.638315,77.290537
741,16206,28.672171,77.274354
742,16231,28.67603,77.321645
743,16232,28.676103,77.321365
744,16307,28.660988,77.260229
745,16308,28.65999,77.261001
746,16309,28.702571,77.274096
747,16326,28.663568,77.257096
748,16327,28.647512,77.317723
749,16328,28.647291,77.317664
750,16329,28.64173,77.315791
751,16330,28.6414,77.315625
752,16331,28.611065,77.285131
753,16332,28.620327,77.295858
754,16333,28.621118,77.298003
755,16334,28.664135,77.255852
756,16335,28.664523,77.255645
757,16336,28.635801,77.307162
758,16337,28.635918,77.306448
759,16338,28.635818,77.307813
760,16360,28.676276,77.327381
761,16361,28.676303,77.327752
762,16362,28.676556,77.327358
763,16363,28.676576,77.328185
764,16483,28.612444,77.282425
765,16484,28.61204,77.28201
766,16485,28.61261,77.282515
767,16486,28.611747,77.281739
768,16487,28.611572,77.281586
769,16488,28.611422,77.281495
770,16489,28.611287,77.281297
771,16490,28.611113,77.281189
772,16491,28.610955,77.280999
773,16492,28.610772,77.280936
774,16493,28.610535,77.280611
775,16494,28.610273,77.280431
776,16495,28.610139,77.280296
777,16496,28.609782,77.279971
778,16497,28.609672,77.27988
779,16498,28.609521,77.279727
780,16499,28.60922,77.279438
781,16500,28.609101,77.279339
782,16501,28.61044,77.280611
783,16502,28.594375,77.294007
784,16503,28.594627,77.293873
785,16504,28.594896,77.292992
786,16505,28.594952,77.293719
787,16510,28.596094,77.293088
788,16765,28.620962,77.278354
789,16766,28.61801,77.280299
790,16767,28.617713,77.280446
791,16768,28.617444,77.280612
792,16769,28.617231,77.280714
793,16770,28.61708,77.280835
794,16771,28.617198,77.280772
795,16772,28.616403,77.281276
796,16773,28.616548,77.28118
797,16774,28.6379,77.314362
798,16775,28.637676,77.314349
799,16776,28.648812,77.318754
800,16777,28.649137,77.318882
801,16979,28.67589,77.312261
802,16980,28.675897,77.312663
803,17263,28.65727,77.30293
804,17264,28.657155,77.30286
805,17265,28.657046,77.302819
806,17266,28.648823,77.304567
807,17267,28.648875,77.304352
808,17335,28.630172,77.276676
809,17417,28.599191,77.291612
810,17418,28.598578,77.291794
811,17419,28.59698,77.292796
812,17420,28.596047,77.293312
813,17421,28.593356,77.29489
814,17422,28.609209,77.286818
815,17423,28.614164,77.284299
816,17424,not found,not found
817,17425,28.609768,77.286545
818,17426,28.590683,77.296165
819,17427,28.590246,77.296356
820,17428,28.590666,77.296311
821,17429,28.592313,77.295201
822,17430,28.592139,77.29522
823,17431,28.593612,77.294397
824,17432,28.593545,77.294468
825,17433,28.594694,77.29376
826,17434,28.595119,77.293549
827,17435,28.595562,77.293364
828,17436,28.595775,77.292541
829,17437,28.595444,77.292688
830,17438,28.595752,77.292516
831,17439,28.595987,77.29242
832,17440,28.596374,77.292426
833,17441,28.596643,77.29226
834,17442,28.59685,77.292197
835,17443,28.597701,77.292146
836,17444,28.597158,77.292401
837,17445,28.596525,77.292675
838,17446,28.595937,77.293032
839,17447,28.596284,77.29316
840,17448,28.595545,77.293345
841,17449,28.595427,77.293434
842,17571,28.621411,77.299044
843,17572,28.621656,77.29987
844,17573,28.618324,77.290095
845,17574,28.618493,77.290545
846,17575,28.617612,77.287471
847,17664,28.641188,77.294643
848,17665,28.642535,77.297036
849,17666,28.642591,77.296414
850,17667,28.641053,77.294493
851,17668,28.636196,77.285828
852,17669,28.641437,77.294812
853,17797,28.670219,77.264727
854,17798,28.670352,77.264128
855,17799,28.670462,77.264655
856,17810,28.673414,77.283703
857,17811,28.702711,77.272689
858,17812,28.702754,77.271946
859,17903,28.631109,77.278427
860,17905,28.631394,77.278473
861,19359,28.623741,77.27661
862,19360,28.623685,77.276649
863,19361,28.635748,77.285736
864,19362,28.636315,77.286057
865,19363,28.636379,77.286235
866,19364,28.638419,77.289677
867,19365,28.638692,77.290428
868,19366,28.638405,77.290718
869,19367,28.644272,77.298377
870,19368,28.643879,77.298688
871,19369,28.637259,77.304632
872,19370,28.621691,77.299836
873,19371,28.621579,77.300806
874,19372,28.666039,77.321149
875,19386,28.628884,77.274691
876,19387,28.644785,77.299803
877,19388,28.626016,77.312498
878,19389,28.64633,77.317831
879,19390,28.698295,77.310115
880,19391,28.625824,77.275092
881,19393,28.659072,77.320192
882,19394,28.660102,77.319847
883,19395,28.619525,77.293366
884,19396,28.619834,77.294287
885,19397,28.620055,77.296109
886,19398,28.621845,77.300557
887,19399,28.61665,77.28632
888,19400,28.676126,77.321452
889,19401,28.676108,77.321049
890,19402,28.66346,77.320243
891,19403,28.668682,77.260231
892,19404,28.668555,77.259573
893,19405,28.675906,77.292179
894,19406,28.67639,77.321505
895,19407,28.667961,77.322259
896,19408,28.65754,77.262175
897,19409,28.657446,77.26284
898,19411,28.64623,77.301617
899,19412,28.65978,77.310924
900,19437,28.618555,77.279328
901,19636,28.617613,77.280139
902,19637,28.617989,77.27985
903,19638,28.592591,77.29517
904,19639,28.591067,77.295068
905,19640,28.592837,77.295017
906,19641,28.593576,77.293664
907,19642,28.595122,77.292746
908,19746,28.608907,77.286128
909,19747,28.616385,77.286279
910,19748,28.632484,77.280465
911,19765,28.641045,77.295081
912,21057,not found,not found
913,21716,28.636404,77.286132
914,21717,28.636044,77.286269
915,25437,28.60957,77.285569
916,25438,28.62367,77.305782
917,21719,28.628807,77.274565
918,21720,28.62808,77.269957
919,21721,28.628126,77.273789
920,21722,28.604194,77.289117
921,21723,28.605086,77.288593
922,21724,28.60566,77.288287
923,21725,28.676128,77.29373
924,21726,28.675758,77.294022
925,21727,28.672854,77.253756
926,21728,28.664065,77.256319
927,21729,28.664003,77.256095
928,21730,28.662216,77.303804
929,21731,28.661673,77.303798
930,21732,28.676723,77.256689
931,21733,28.676881,77.256969
932,21734,28.648927,77.268701
933,21735,28.647373,77.26883
